DateScraped,product_name,price,Fresh_Availability,Displayed_Discount_Dollar,Displayed_Discount_Percent,VPC_Dollar,VPC_Percent,Lightning_Dollar,Lightning_Percent,DOTD_Dollar,DOTD_Percent,SNS_min,SNS_max,SNS_Coupon,AMZ_Choice,Best_Seller,Out_of_Stock,ASIN,Competes_With,Brand
7/30/2021,"Renuzit Adjustable Air Freshener Gel, Forever Raspberry, 7 Ounces (6 Count)",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,Yes,No,No,B00N1I8E9M,Air Wick,Renuzit
7/31/2021,"Cascade Platinum Dishwasher Pods, ActionPacs Dishwasher Detergent, Lemon Platinum Plus, 70 Count",,,0,0,0,0,0,0,0,0,,,,No,No,No,B07CTQ8THP,Finish,Cascade
7/31/2021,"Cascade Platinum Dishwasher Pods, ActionPacs Dishwasher Detergent, Lemon Platinum Plus, 70 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B07CTQ8THP,Finish,Cascade
7/31/2021,"Cascade Platinum Dishwasher Pods, Actionpacs Dishwasher Detergent, Fresh Scent, 62 Count",$16.97 ,,0,0,0,0,0,0,0,0,0%,10%,,No,Yes,Yes,B01NGTV4J5,Finish,Cascade
7/31/2021,"Cascade Platinum Dishwasher Pods, Actionpacs Dishwasher Detergent, Fresh Scent, 62 Count",$16.97 ,Fresh Available,0,0,0,0,0,0,0,0,,,,No,Yes,No,B01NGTV4J5,Finish,Cascade
7/31/2021,"Cascade Complete Dishwasher Pods, Actionpacs Dishwasher Detergent, Lemon Scent, 78 Count",$17.30 ,,0,0,0,0,0,0,0,0,5%,15%,,No,No,Yes,B07G28CM6P,Finish,Cascade
7/31/2021,"Cascade Complete Dishwasher Pods, Actionpacs Dishwasher Detergent, Lemon Scent, 78 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B07G28CM6P,Finish,Cascade
7/31/2021,"Cascade Platinum Dishwasher Pods, Actionpacs + Oxi Dishwasher Detergent, Fresh, 62 Count",$18.93 ,,0,0,0,0,0,0,0,0,,,,No,No,Yes,B08QVJBYMK,Finish,Cascade
7/31/2021,"Cascade Platinum Dishwasher Pods, Actionpacs + Oxi Dishwasher Detergent, Fresh, 62 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B08QVJBYMK,Finish,Cascade
7/31/2021,"Cascade Free & Clear Actionpacs, Dishwasher Detergent, Lemon Essence, 62 Count",$16.99 ,,0,0,0,0,0,0,0,0,,,,No,No,Yes,B08VPYMJ43,Finish,Cascade
7/31/2021,"Cascade Free & Clear Actionpacs, Dishwasher Detergent, Lemon Essence, 62 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B08VPYMJ43,Finish,Cascade
7/31/2021,"Cascade Original Dishwasher Pods, Actionpacs Dishwasher Detergent Tablets, Fresh Scent, 105 Count",$16.94 ,,0,0,0,0,0,0,0,0,5%,15%,,No,No,Yes,B00KVMVCSQ,Finish,Cascade
7/31/2021,"Cascade Original Dishwasher Pods, Actionpacs Dishwasher Detergent Tablets, Fresh Scent, 105 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B00KVMVCSQ,Finish,Cascade
7/31/2021,"Cascade Rinse Aid Platinum, Dishwasher Rinse Agent, Regular Scent, 30.5 oz",,,0,0,0,0,0,0,0,0,,,,No,No,No,B01FNXL5XE,Finish,Cascade
7/31/2021,"Cascade Rinse Aid Platinum, Dishwasher Rinse Agent, Regular Scent, 30.5 oz",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B01FNXL5XE,Finish,Cascade
7/31/2021,"Cascade Platinum Dishwasher Cleaner Pods Fresh Scent, 1 Count (8 Pack)",$9.56 ,,0,0,0,0,0,0,0,0,,,,No,No,Yes,B06XT2V346,Finish,Cascade
7/31/2021,"Cascade Platinum Dishwasher Cleaner Pods Fresh Scent, 1 Count (8 Pack)",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B06XT2V346,Finish,Cascade
7/31/2021,"Cascade Platinum Dishwasher Pods, Actionpacs Dishwasher Detergent, Lemon Platinum Plus, 30 Count",$13.11 ,,0,0,0,0,0,0,0,0,5%,15%,,No,No,Yes,B08QVJBYMJ,Finish,Cascade
7/31/2021,"Cascade Platinum Dishwasher Pods, Actionpacs Dishwasher Detergent, Lemon Platinum Plus, 30 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B08QVJBYMJ,Finish,Cascade
7/31/2021,"Glade Solid Air Freshener, 6 Ounce (Pack of 1), Lavender & Peach Blossom",$0.99 ,,0,0,0,0,0,0,0,0,5%,15%,,Yes,No,No,B00BCXRUFC,Air Wick,Glade
7/31/2021,"Glade Solid Air Freshener, 6 Ounce (Pack of 1), Lavender & Peach Blossom",$0.99 ,Fresh Available,0,0,0,0,0,0,0,0,,,,Yes,No,No,B00BCXRUFC,Air Wick,Glade
7/31/2021,"Glade Candle Jar, Air Freshener, Sheer Vanilla Embrace, 3.4 Oz",$3.49 ,,0,0,0,0,0,0,0,0,5%,15%,,Yes,No,No,B01ABVK2E6,Air Wick,Glade
7/31/2021,"Glade Candle Jar, Air Freshener, Sheer Vanilla Embrace, 3.4 Oz",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,Yes,No,No,B01ABVK2E6,Air Wick,Glade
7/31/2021,"Glade Carpet and Room Refresher, Deodorizer for Home, Pets, and Smoke, Hawaiian Breeze, 32 Oz, Pack of 1",$1.94 ,,0,0,0,0,0,0,0,0,,,,No,No,Yes,B000NP76MW,Air Wick,Glade
7/31/2021,"Glade Carpet and Room Refresher, Deodorizer for Home, Pets, and Smoke, Hawaiian Breeze, 32 Oz, Pack of 1",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B000NP76MW,Air Wick,Glade
7/31/2021,"Glade Candle Jar, Air Freshener, 2in1, Moonlit Walk & Wandering Stream, 3.4 Oz, 2 Count",$4.98 ,,0,0,0,0,0,0,0,0,5%,15%,,Yes,No,No,B019K7DIKW,Air Wick,Glade
7/31/2021,"Glade Candle Jar, Air Freshener, 2in1, Moonlit Walk & Wandering Stream, 3.4 Oz, 2 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,Yes,No,No,B019K7DIKW,Air Wick,Glade
7/31/2021,"Glade Candle Jar, Air Freshener, 2in1, Hawaiian Breeze & Vanilla Passion Fruit, 3.4 Oz, 2 Count",$4.98 ,,0,0,0,0,0,0,0,0,5%,15%,,Yes,No,No,B019K7DFQE,Air Wick,Glade
7/31/2021,"Glade Candle Jar, Air Freshener, 2in1, Hawaiian Breeze & Vanilla Passion Fruit, 3.4 Oz, 2 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,Yes,No,No,B019K7DFQE,Air Wick,Glade
7/31/2021,"Glade PlugIns Refills Air Freshener, Scented and Essential Oils for Home and Bathroom, Clean Linen, 2.01 Fl Oz, 3 Count",$7.34 ,,0,0,0,0,0,0,0,0,5%,15%,,Yes,No,No,B00AJLYGFK,Air Wick,Glade
7/31/2021,"Glade PlugIns Refills Air Freshener, Scented and Essential Oils for Home and Bathroom, Clean Linen, 2.01 Fl Oz, 3 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,Yes,No,No,B00AJLYGFK,Air Wick,Glade
7/31/2021,"Glade Candle Jar, Air Freshener, Apple Cinnamon, 3.4 oz",$2.99 ,,0,0,0,0,0,0,0,0,5%,15%,,Yes,No,No,B01ABVK2LY,Air Wick,Glade
7/31/2021,"Glade Candle Jar, Air Freshener, Apple Cinnamon, 3.4 oz",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,Yes,No,No,B01ABVK2LY,Air Wick,Glade
7/31/2021,"Glade PlugIns Refills Air Freshener, Scented and Essential Oils for Home and Bathroom, Lavender & Vanilla, 3.35 Fl Oz, 5 Count",$9.97 ,,0,0,0,0,0,0,0,0,5%,15%,,Yes,No,No,B07NZ18X97,Air Wick,Glade
7/31/2021,"Glade PlugIns Refills Air Freshener, Scented and Essential Oils for Home and Bathroom, Lavender & Vanilla, 3.35 Fl Oz, 5 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,Yes,No,No,B07NZ18X97,Air Wick,Glade
7/31/2021,"Glade PlugIn Plus Air Freshener Warmer, Holds Scented Oil Refill, 1 Count",$4.98 ,,0,0,0,0,0,0,0,0,,,,No,No,Yes,B08MVJ1WTD,Air Wick,Glade
7/31/2021,"Glade PlugIn Plus Air Freshener Warmer, Holds Scented Oil Refill, 1 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B08MVJ1WTD,Air Wick,Glade
7/31/2021,"Glade PlugIn Plus Air Freshener Starter Kit, Scented Oil for Home and Bathroom, Clean Linen, 2.01 Fl Oz, 1 Warmer + 3 Refills",$14.99 ,,0,0,0,0,0,0,0,0,5%,15%,,Yes,No,No,B08MVHTHFN,Air Wick,Glade
7/31/2021,"Glade PlugIn Plus Air Freshener Starter Kit, Scented Oil for Home and Bathroom, Clean Linen, 2.01 Fl Oz, 1 Warmer + 3 Refills",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,Yes,No,No,B08MVHTHFN,Air Wick,Glade
7/31/2021,"Glade PlugIn Plus Air Freshener Starter Kit, Scented Oil for Home and Bathroom, Aqua Waves, 2.01 Fl Oz, 1 Warmer + 3 Refills",$14.99 ,,0,0,0,0,0,0,0,0,5%,15%,,Yes,No,No,B08MVH238Z,Air Wick,Glade
7/31/2021,"Glade PlugIn Plus Air Freshener Starter Kit, Scented Oil for Home and Bathroom, Aqua Waves, 2.01 Fl Oz, 1 Warmer + 3 Refills",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,Yes,No,No,B08MVH238Z,Air Wick,Glade
7/31/2021,"Glade PlugIn Plus Air Freshener Starter Kit, Scented Oil for Home and Bathroom, Hawaiian Breeze, 2.01 Fl Oz, 1 Warmer + 3 Refills",$14.99 ,,0,0,0,0,0,0,0,0,5%,15%,,No,Yes,No,B08MV9L74S,Air Wick,Glade
7/31/2021,"Glade PlugIn Plus Air Freshener Starter Kit, Scented Oil for Home and Bathroom, Hawaiian Breeze, 2.01 Fl Oz, 1 Warmer + 3 Refills",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,Yes,No,B08MV9L74S,Air Wick,Glade
7/31/2021,"Glade PlugIns Refills Air Freshener, Scented and Essential Oils for Home and Bathroom, Clean Linen, 0.67 Fl Oz (Pack of 5)",,,0,0,0,0,0,0,0,0,,,,No,No,Yes,B08MTCCCRZ,Air Wick,Glade
7/31/2021,"Glade PlugIns Refills Air Freshener, Scented and Essential Oils for Home and Bathroom, Clean Linen, 0.67 Fl Oz (Pack of 5)",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B08MTCCCRZ,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, 6.2 Oz, Cashmere Woods, Pack of 3",,,0,0,0,0,0,0,0,0,,,,No,No,No,B07QMBBQ3G,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, 6.2 Oz, Cashmere Woods, Pack of 3",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B07QMBBQ3G,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Clean Linen, 6.2 Oz, 2 Count",,,0,0,0,0,0,0,0,0,,,,No,No,No,B00MVER3CQ,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Clean Linen, 6.2 Oz, 2 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B00MVER3CQ,Air Wick,Glade
7/31/2021,"Glade PlugIns Refills Air Freshener Starter Kit, Scented and Essential Oils for Home and Bathroom, Aqua Waves, 18.6 Fl Oz, 1 Warmer + 3 Refills",,,0,0,0,0,0,0,0,0,,,,No,No,No,B07QSLYNWR,Air Wick,Glade
7/31/2021,"Glade PlugIns Refills Air Freshener Starter Kit, Scented and Essential Oils for Home and Bathroom, Aqua Waves, 18.6 Fl Oz, 1 Warmer + 3 Refills",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B07QSLYNWR,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Berry Merry & Bright, 6.2 Oz",,,0,0,0,0,0,0,0,0,,,,No,No,No,B08GTMVGJJ,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Berry Merry & Bright, 6.2 Oz",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B08GTMVGJJ,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Pet Clean Scent, 6.2 Oz",$4.98 ,,0,0,0,0,0,0,0,0,5%,15%,,Yes,No,No,B01C7HONYM,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Pet Clean Scent, 6.2 Oz",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,Yes,No,No,B01C7HONYM,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill and Holder Kit, Air Freshener for Home and Bathroom, Cashmere Woods, 6.2 Oz",$10.99 ,,0,0,0,0,0,0,0,0,5%,15%,,Yes,No,No,B00MH7V0QC,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill and Holder Kit, Air Freshener for Home and Bathroom, Cashmere Woods, 6.2 Oz",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,Yes,No,No,B00MH7V0QC,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Cashmere Woods, 6.2 Oz, 2 Count",,,0,0,0,0,0,0,0,0,,,,No,No,No,B00MVEJTGE,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Cashmere Woods, 6.2 Oz, 2 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B00MVEJTGE,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refills, Air Freshener Refills, Hawaiian Breeze, 6.2 Oz, Pack Of 3",$15.00 ,,0,0,0,0,0,0,0,0,,,,No,No,Yes,B07QPCHJ82,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refills, Air Freshener Refills, Hawaiian Breeze, 6.2 Oz, Pack Of 3",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B07QPCHJ82,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Blue Odyssey, 6.2 Oz, 2 Count",$8.99 ,,0,0,0,0,0,0,0,0,5%,15%,,Yes,No,No,B019K7DBK4,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Blue Odyssey, 6.2 Oz, 2 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,Yes,No,No,B019K7DBK4,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill Apple Cinnamon, Fits in Holder For Up to 60 Days of Freshness, 6.2 oz",$4.98 ,,0,0,0,0,0,0,0,0,5%,15%,,Yes,No,No,B003ZUD5UO,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill Apple Cinnamon, Fits in Holder For Up to 60 Days of Freshness, 6.2 oz",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,Yes,No,No,B003ZUD5UO,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Hawaiian Breeze, 6.2 Oz, 2 Count",$8.16 ,,0,0,0,0,0,0,0,0,5%,15%,,No,No,Yes,B00MVELT8K,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Hawaiian Breeze, 6.2 Oz, 2 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B00MVELT8K,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Blue Odyssey, 6.2 Oz, 2 Count",$8.99 ,,0,0,0,0,0,0,0,0,5%,15%,,Yes,No,No,B077K3CSYN,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Blue Odyssey, 6.2 Oz, 2 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,Yes,No,No,B077K3CSYN,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Apple of My Pie, 6.2 Oz, 2 Count",,,0,0,0,0,0,0,0,0,,,,No,No,No,B08GTVPW4W,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Apple of My Pie, 6.2 Oz, 2 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B08GTVPW4W,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Holder Starter Kit, Air Freshener Spray & Refills, Clean Linen, 1 Holder + 2 Refills, Battery-operated Holder for Automatic Spray Refill, 2 6.2 Oz Refills",$15.00 ,,0,0,0,0,0,0,0,0,5%,15%,,Yes,No,No,B07QPCC5PN,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Holder Starter Kit, Air Freshener Spray & Refills, Clean Linen, 1 Holder + 2 Refills, Battery-operated Holder for Automatic Spray Refill, 2 6.2 Oz Refills",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,Yes,No,No,B07QPCC5PN,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Blooming Peony & Cherry, 6.2 Oz",$5.39 ,,0,0,0,0,0,0,0,0,5%,15%,,Yes,No,No,B00TKVKNUW,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Blooming Peony & Cherry, 6.2 Oz",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,Yes,No,No,B00TKVKNUW,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Ginger Spice Oh So Nice, 6.2 Oz",,,0,0,0,0,0,0,0,0,,,,No,No,No,B08GV4M4FH,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Ginger Spice Oh So Nice, 6.2 Oz",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B08GV4M4FH,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Starter Kit, Air Freshener Spray & Refills, Hawaiian Breeze, 1 Holder + 2 Refills, Battery-operated Holder for Automatic Spray Refill, 2 6.2 Oz Refil",$15.00 ,,0,0,0,0,0,0,0,0,5%,15%,,No,No,Yes,B07QPCC5PM,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Starter Kit, Air Freshener Spray & Refills, Hawaiian Breeze, 1 Holder + 2 Refills, Battery-operated Holder for Automatic Spray Refill, 2 6.2 Oz Refil",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B07QPCC5PM,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill and Holder Kit, Air Freshener for Home and Bathroom, Tropical Blossoms, 6.2 Oz, 2 Count",$15.99 ,,0,0,0,0,0,0,0,0,,,,Yes,No,No,B089F845DS,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill and Holder Kit, Air Freshener for Home and Bathroom, Tropical Blossoms, 6.2 Oz, 2 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,Yes,No,No,B089F845DS,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Holder Starter Kit, Air Freshener Spray & Refills, Cashmere Woods, 1 Holder + 2 Refills, Battery-operated Holder for Automatic Spray Refill, 2 6.2 Oz Refills",$15.00 ,,0,0,0,0,0,0,0,0,5%,15%,,Yes,No,No,B07QLBFLCY,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Holder Starter Kit, Air Freshener Spray & Refills, Cashmere Woods, 1 Holder + 2 Refills, Battery-operated Holder for Automatic Spray Refill, 2 6.2 Oz Refills",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,Yes,No,No,B07QLBFLCY,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Pumpkin Spice Things Up, 12.4 Oz, 2 Count",,,0,0,0,0,0,0,0,0,,,,No,No,No,B08GV4SBCN,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Pumpkin Spice Things Up, 12.4 Oz, 2 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B08GV4SBCN,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Holder Starter Kit, Air Freshener Spray & Refills, Lavender & Peach Blossom, Battery-operated Holder for Automatic Spray Refill, 2 6.2 Oz Refills",,,0,0,0,0,0,0,0,0,,,,No,No,No,B07QRMS2YP,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Holder Starter Kit, Air Freshener Spray & Refills, Lavender & Peach Blossom, Battery-operated Holder for Automatic Spray Refill, 2 6.2 Oz Refills",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B07QRMS2YP,Air Wick,Glade
7/31/2021,"Glade Automatic Air Freshener Spray Holder, For Home and Bathroom, 1 Count",,,0,0,0,0,0,0,0,0,,,,No,No,No,B01GHGMO90,Air Wick,Glade
7/31/2021,"Glade Automatic Air Freshener Spray Holder, For Home and Bathroom, 1 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B01GHGMO90,Air Wick,Glade
7/31/2021,"Glade PlugIns Refills Air Freshener Starter Kit, Scented and Essential Oils for Home and Bathroom, Aqua Waves, 18.6 Fl Oz, 1 Warmer + 3 Refills",,,0,0,0,0,0,0,0,0,,,,No,No,No,B08MVDH9NT,Air Wick,Glade
7/31/2021,"Glade PlugIns Refills Air Freshener Starter Kit, Scented and Essential Oils for Home and Bathroom, Aqua Waves, 18.6 Fl Oz, 1 Warmer + 3 Refills",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B08MVDH9NT,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Cashmere Woods, 6.2 Oz",$5.85 ,,0,0,0,0,0,0,0,0,,,,No,No,No,B009ZBTCZE,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Cashmere Woods, 6.2 Oz",$4.99 ,Fresh Available,0,0,0,0,0,0,0,0,,,,No,No,No,B009ZBTCZE,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Clean Linen, 6.2 Oz",,,0,0,0,0,0,0,0,0,,,,No,No,No,B00RBPXROI,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Clean Linen, 6.2 Oz",$4.13 ,Fresh Available,0,0,0,0,0,0,0,0,,,,No,No,No,B00RBPXROI,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Tranquil Tranquil Lavender & Aloe, 6.2 Oz, 3 Count",$19.77 ,,0,0,0,0,0,0,0,0,,,,No,No,No,B08MVJS17S,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Tranquil Tranquil Lavender & Aloe, 6.2 Oz, 3 Count",,Fresh Unavailable,0,0,0,0,0,0,0,0,,,,No,No,No,B08MVJS17S,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Candy Cane Cheer, 6.2 Oz, Limited Time Only",$4.48 ,,0,0,0,0,0,0,0,0,5%,15%,,Yes,No,No,B08D1L2V4Z,Air Wick,Glade
7/31/2021,"Glade Automatic Spray Refill, Air Freshener for Home and Bathroom, Candy Cane Cheer, 6.2 Oz, Limited Time Only",$3.41 ,Fresh Available,0,0,0,0,0,0,0,0,,,,Yes,No,No,B08D1L2V4Z,Air Wick,Glade
